title,author,date,publication_type,rejection_reason
"EPS, XXX SEX STORIES, BACK DOOR VIRGIN, APRIL 2022",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"EPS, XXX SEX STORIES, COME FROM BEHIND, APRIL 2022",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"EPS, XXX STORIES, MOM, DAD, & DAUGHTER",,,,"Title 15, Section 3006(c)(15)(C)(6) – conduct where one of the participants is a minor, or appears to be under 18 years old"
ERECTICA,Demetrio Paparoni,,,"Title 15, Section 3006(c)(17) – frontal nudity"
ERO NINJA SCROLLS VOLUME 4 (2021),Haruki,,periodical,"Title 15, Section 3006(c)(16) – sexually explicit images"
"ERO NINJA SCROLLS, VOLUME 2",Hakusensha,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"ERO NINJA SCROLLS, VOLUME 5",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
ERO NINJA VOLUME 1 (2021),Haruki,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
EROTIC BONDAGE HANDBOOK,Jay Wiseman,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
EROTIC DOTS,John Mason,,,"Title 15, Section 3006(c)(17) – frontal nudity"
EROTIC FANTASY ART,Duddlebug,,,"Title 15, Section 3006(c)(17) – frontal nudity"
EROTIC SHORT STORIES FOR ADULTS,Allison Palma,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
EROTIC STARS MAGAZINE,,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
EROTIC STORIES FOR PUNJABI WIDOWS (2017),Bally Kaur Jaswal,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"EROTIC, ADULT COLORING BOOK, PART 1",Oksana Nalyvaiko,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"EROTICA SHORT STORIES WITH EXPLICIT SEX TO READ IN BED, VOLUME 1",Alex Frack,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
EROTICA: 30 HOT TABOO SEX STORIES,Megan J. Martines,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"ESCAPE ARTIST, MEMOIR OF A VISIONARY ARTIST ON DEATH ROW (2018)",William A. Noguera,,,"Title 15, Section 3006(c)(1) – violence or physical harm"
ESCAPE FROM ALCATRAZ (2017),Eric Braun,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
ESCAPING ALCATRAZ,Michael Esslinger and David Widner,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
ESCORT MAGAZINE,,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
ESE TO MASTER JEFE,Raul R. Ramos,,,"Title 15, Section 3006(c)(19) – STG members or associates"
"ESOTERIC HOLLYWOOD,",Jay Dyer,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"ESOTERIC HOLLYWOOD,",Jay Dyer,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"ESPN 365 FANTASY FOOTBALL 2025, GEORGE KITTLE COVER",,,,"Title 15, Section 3006 (c)(13) – contains or concerns gambling or a lottery"
"ESQUIRE APRIL/MAY 2020, VOL 173, NO 3",,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"ESQUIRE MAGAZINE, AUGUST 2016 ISSUE",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"ESQUIRE MAGAZINE, JUNE/JULY 2016 ISSUE",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"ESQUIRE MAGAZINE, MARCH 2017 ISSUE",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"ESQUIRE MAGAZINE, NOVEMBER 2016 ISSUE",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"ESQUIRE MAGAZINE, OCTOBER 2016 ISSUE",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"ESQUIRE MAGAZINE, SEPTEMBER 2016 ISSUE",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"ESQUIRE MAGAZINE, VOLUME 169, ISSUE NUMBER 3",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
ESQUIRE SUMMER 2020,,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"ESSENCE OF SHIBARI, KINBAKU AND JAPANESE ROPE BONDAGE",Shin Nawakiri,,,"Title 15, Section 3006(c)(17) – frontal nudity"
ESSENTIAL SURVIVAL SKILLS,Colin Towell,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons"
"ETHIC 3, BY ASHLEY ANTOINETTE (2018)",Ashley Antoinette,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
ETHIC 4 (2018),Ashley Antoinette,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"ETHIC, BOOK 2 (2018)",Ashley Antoinette,,,"Title 15, Section 3006(c)(1) – violence or physical harm"
"EVERY KILLER LEAVES A TRACE, THE FATAL MISTAKES THAT FINALLY EXPOSED AMERICA’S MOST ELUSIVE KILLERS (2025)",Dennis Carson,,,"Title 15, Section 3006(c)(1) – violence or physical harm"
"EVERY TRICK IN THE BOOK; MASTER THE ARTS OF MAGIC, JUGGLING, MIND READING, SLEIGHTS- OF-HAND, AND MUCH MORE",Charlie Dancey,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
EVICTION NOTICE,K’Wan,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"E-VOLVED TATTOOS & FINE MAGAZINE, SUMMER 2018 ISSUE NUMBER 9",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
EX MACHINA FACT V. FICTION,Brian K. Vaughn,,,"Title 15, Section 3006(c)(17) – frontal nudity"
EX MACHINA MARCH TO WAR,Brian K. Vaughn,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"EXILE ON FRONT STREET, MY LIFE AS A HELLS ANGEL (2019)",George Christie,,,"Title 15, Section 3006(c)(19) – STG members or associates"
EXIT TO EDEN,Anne Rice,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"EXOTIC BEAUTIES MAGAZINE, PREMIER ISSUE",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
EXPOSE 9: FINEST DIGITAL ART IN THE KNOWN UNIVERSE,,,,"Title 15, Section 3006(c)(17) – frontal nudity"
EXTREME EROTICA (12/2020),Alannah Kieran,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"EXTREME SURVIVAL: WILDERNESS, TERRORISM, AIR, SEA, LAND","Akkermans, Cook, Mattos, and Morrison",,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
EXTREME WILDERNESS SURVIVAL,Craig Caudill,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
EYEWITNESS,Lori Carangelo,,,"Title 15, Section 3006(c)(19) – STG members or associates"
"F.E.D.S. MAGAZINE, SWEETS, ISSUE NUMBER 25",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific"
"F.E.D.S. MAGAZINE, SWEETS, ISSUE NUMBER 25",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"F.E.D.S. MAGAZINE, VOLUME 10, ISSUE 41",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"F.E.D.S., FINALLY EVERY DIMENSION OF THE STREETS MAGAZINE, ISSUE NUMBER 45",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"F.E.D.S., VOLUME 3, ISSUE 13",,,periodical,"Title 15, Section 3006(c)(19) – STG members or associates"
"F.E.D.S., VOLUME 4, ISSUE 26",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
F.O.S. FLYER 64,,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"F.O.S. FLYER LIST, FLYER 5",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"F.O.S., FLYER 67",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"FABLES, 1001 NIGHTS OF SNOWFALL",Bill Willingham,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"FABLES, STORYBOOK LOVE",Bill Willingham,,,"Title 15, Section 3006(c)(17) – frontal nudity"
FACE TO FACE,Timothy Greenfield- Sanders,,,"Title 15, Section 3006(c)(17) – frontal nudity"
FAERIES,Brian Froud,,,"Title 15, Section 3006(c)(17) – frontal nudity"
FAERIES AND OTHER FANTASTICAL FOLK,Maxine Gadd,,,"Title 15, Section 3006(c)(17) – frontal nudity"
FAG PUNK 10,,,,"Title 15, Section 3006(c)(17) – frontal nudity"
FAG PUNK 11,,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
FAG PUNK 12,,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
FAG PUNK 9,,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"FAG PUNK, BUSTER NEW BOY",,,,"Title 15, Section 3006(c)(17) – frontal nudity"
FAIRY SONG,"SQP, Inc.",,,"Title 15, Section 3006(c)(17) – frontal nudity"
"FAIRY TAILS 2, A GALLERY GIRLS COLLECTION, VOLUME 2",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
"FAIRY TAILS, VOLUME 1",Sal Quartuccio/Bob Keenan,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
FAIRY TALES,Elias,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"FALL OF GIANTS, BOOK ONE OF THE CENTURY TRILOGY (2018)",Ken Follett,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"FALLEN ANGELS, WATCHERS & THE WITCHES SABBAT",Michael W. Ford,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"FAMILY HANDYMAN, SEPTEMBER 2019",,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
FANGORIA,,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"FANTASY ART NOW, THE BEST IN CONTEMPORARY FANTASY ART & ILLUSTRATION",Martin McKenna and Boris Vallejo,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
FANTASY ART TECHNIQUES (1996),Boris Vallejo,,,"Title 15, Section 3006(c)(16) – sexually explicit images"
FANTASY FOOTBALL INDEX 2025 (2025),Ian Allan,,,"Title 15, Section 3006 (c)(13) – contains or concerns gambling or a lottery"
FANTASY FOOTBALL PLANNER & JOURNAL (2022),Coach B. Sports Academy,,periodical,"Title 15, Section 3006 (c)(13) – contains or concerns gambling or a lottery"
FAST FEMINISM,Shannon Bell,,,"Title 15, Section 3006(c)(17) – frontal nudity"
FAST LANE,Eyone Williams,,,"Title 15, Section 3006(c)(15)(C)(5) – conduct which is or appears to be forceful, threatening or violent"
FASTNER & LARSON’S TRICKS & TREATS,Steve Fastner and Rich Larson,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"FASTNER & LARSON’S, DEVILS’S PLAYGROUND",Steve Fastner,,,"Title 15, Section 3006(c)(17) – frontal nudity"
FEAR AND LOATHING IN LAS VEGAS,Hunter S. Thompson,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"FEDERAL INSTITUTION ENTERTAINMENT NETWORK, FIEN, PREMIER ISSUE",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
FEDOR: THE FIGHTING SYSTEM OF THE WORLD’S UNDISPUTED KING OF MMA,Fedor Emilianenko,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"FEDS MAGAZINE, VOL. 4, ISSUE 26",,,periodical,"Title 15, Section 3006(c)(17) – frontal nudity"
FELON FITNESS,,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
FEMALE EJACULATION,Somraj Pokras and Jeffre Talltrees,,,"Title 15, Section 3006(c)(17) – frontal nudity"
FEMALE EJACULATION AND THE G-SPOT,Deborah Sundahl,,,"Title 15, Section 3006(c)(17) – frontal nudity"
FEMALE ORAL STIMULATION,Alyssa Ur,,,"Title 15, Section 3006(c)(17) – frontal nudity"
FEVER PITCH 2,Elias Chatzoudis,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"FIERCELY FEMALE, HIGH TIMES, NOVEMBER 2021",,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
FIFTY SHADES DARKER (2010),E.L. James,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
FIFTY SHADES FREED (2012),E.L James,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
FIFTY SHADES OF ECSTACY,Marisa Bennett,,,"Title 15, Section 3006(c)(17) – frontal nudity"
FIFTY SHADES OF GREY,EL James,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"FIGHT CLUB, A NOVEL (1996)",Chuck Palahniuk,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated"
FIGHT TO WIN,Martin J. Dougherty,,,"Title 15, Section 3006(c)(1) – violence or physical harm"
"FIGHTERS ONLY MAGAZINE, APRIL 2017 ISSUE",,,periodical,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"FIGHTERS ONLY MAGAZINE, AUGUST 2016 ISSUE",,,periodical,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"FIGHTERS ONLY MAGAZINE, AUGUST 2017 ISSUE",,,periodical,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"FIGHTERS ONLY MAGAZINE, FEBRUARY 2017 ISSUE",,,periodical,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"FIGHTERS ONLY MAGAZINE, HOLIDAY 2016 ISSUE, NUMBER 13",,,periodical,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"FIGHTERS ONLY MAGAZINE, JULY 2016 ISSUE",,,periodical,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"FIGHTERS ONLY MAGAZINE, MARCH 2016 ISSUE 3, VOLUME 7",,,periodical,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"FIGHTERS ONLY MAGAZINE, MARCH 2017 ISSUE",,,periodical,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of and staff"
"FIGHTERS ONLY MAGAZINE, MAY 2017 ISSUE",,,periodical,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"FIGHTERS ONLY MAGAZINE, SEPTEMBER 2016 ISSUE",,,periodical,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"FIGHTERS ONLY, DECEMBER 2016 ISSUE",,,periodical,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"FIGHTERS ONLY, JANUARY 2017 ISSUE",,,periodical,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"FIGHTERS ONLY, OCTOBER 2016 ISSUE",,,periodical,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
FIGURE DRAWING FOR ALL IT’S WORTH,Andrew Loomis,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"FIGURE DRAWING, DESIGN AND INVENTION",M. Hampton,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
FILIPINO TATTOOS,Lane Wilcken,,,"Title 15, Section 3006(c)(17) – frontal nudity"
FILTHY FUN HOME ALONE ADULT ACTIVITY BOOK,Daniel Blue,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
FINAL CUT (2024),Charles Burns,,,"Title 15, Section 3006(c)(16) – sexually explicit images"
FINALLY LEGAL #347,,,,"Title 15, Section 3006(c)(16) – sexually explicit images"
"FIREAMS NEWS, FEB. 2022 2022, VOL. 76, ISSUE 5",,,periodical,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
"FIREAMS NEWS, FEB. 2022, VOL. 76, ISSUE 5",,,periodical,"Title 15, Section 3006(c)(8) – a description of the making of any weapon, explosive, poison or destructive device"
"FIREAMS NEWS, MARCH 2022, VOL. 76, ISSUE 5",,,periodical,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
FIREARMS NEWS AK47/2018,,,,"Title 15, Section 3006(c)(8) – a description of the making of any weapon, explosive, poison or destructive device"
"FIREARMS NEWS MARCH 2022, VOL. 76, ISSUE 6",,,periodical,"Title 15, Section 3006(c)(8) – a description of the making of any weapon, explosive, poison or destructive device"
"FIREARMS NEWS, DECEBER 2021, VOL. 75, ISSUE 24",,,periodical,"Title 15, Section 3006(c)(8) – a description of the making of any weapon, explosive, poison or destructive device"
"FIREARMS NEWS, DECEMBER 2021",,,,"Title 15, Section 3006(c)(8) – a description of the making of any weapon, explosive, poison or destructive device"
"FIREARMS NEWS, FEBRUARY 2021, VOLUME 75, ISSUE 4",,,periodical,"Title 15, Section 3006(c)(8) – a description of the making of any weapon, explosive, poison or destructive device"
"FIREARMS NEWS, JANUARY 2022, VOLUME 76, ISSUE 1",,,periodical,"Title 15, Section 3006(c)(8) – a description of the making of any weapon, explosive, poison or destructive device"
"FIREARMS NEWS, OCTOBER 2021, VOL. 75, ISSUE 19",,,periodical,"Title 15, Section 3006(c)(8) – a description of the making of any weapon, explosive, poison or destructive device"
"FIREARMS NEWS, OCTOBER 2021, VOL. 75, ISSUE 20",,,periodical,"Title 15, Section 3006(c)(8) – a description of the making of any weapon, explosive, poison or destructive device"
FIRST STEP IN WINEMAKING,C.J.J. Berry,,,"Title 15, Section 3006(d) – presents a serious threat to facility security or the safety of incarcerated persons and staff"
FIVE FAMILIES,Selwyn Raab,,,"Title 15, Section 3006(c)(19) – STG members or associates"
"FIYA GIRLS CATALOG, NUMBER 18",,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"FIYA GIRLS, CAMEL TOE, CATALOG 15",,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"FIYA GIRLS, CAMEL TOE, CATALOG 2",,,,"Title 15, Section 3006(c)(17) – frontal nudity"
"FIYA GIRLS, FREAK SHOW VOL. 2",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
"FIYA GIRLS, FREAK SHOW, VOLUME ONE",,,,"Title 15, Section 3006(c)(15)(A) – lacks serious literary, artistic, political or scientific value"
